ee_instrument,simplifycfg,ipsccp,called_value_propagation,basicaa,instcombine,inline,mergereturn,jump_threading,pgo_memop_opt,tailcallelim,licm,sink,gvn,sccp,adce,Performance
1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,78032.8
0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,86271.6
0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,67341.6
1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,75144.0
0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,76387.0
0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,80884.6
1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,69284.2
0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,82450.6
1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,64658.4
1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,80857.6
1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,83085.4
1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,75517.2
0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,75946.4
0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,86456.2
0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,90775.4
1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,78706.4
1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,68523.0
1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,77423.6
1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,75342.2
1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,61356.2
0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,92380.0
0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,63348.0
1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,86213.0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,64857.6
0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,78603.0
1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,69755.2
0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,61521.0
1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,67148.8
0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,92451.8
0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,71013.0
1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,66007.4
1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,83120.2
0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,68573.0
1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,93506.6
1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,76505.8
0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,76664.6
0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,85754.2
1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,78218.6
1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,82851.8
0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,67957.0
0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,89973.6
0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,71190.0
0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,84659.0
0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,69969.0
1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,78648.4
0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,92651.6
0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,76923.6
0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,76466.2
0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,82911.0
0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,79414.2
0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,64006.0
0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,70269.4
0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,72321.8
1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,75498.2
1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,66390.2
0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,84180.2
1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,88726.2
0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,75382.0
1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,74954.4
0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,95114.8
1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,66905.2
0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,89125.8
1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,72573.4
0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,78365.0
0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,79060.2
0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,60681.4
1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,70451.6
0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,71892.6
1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,66315.2
1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,84476.6
0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,87639.4
1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,83971.4
1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,82226.4
1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,66191.2
